"","5007_S76","5036_S77","5073_S78","5085_S79","5104_S80","5113_S81","5114_S82","5148_S83","5150_S84","5160_S85","5172_S86","5179_S87","5197_S88","5221_S89","5224_S90","5238_S91","5243_S92","5252_S93","5253_S94","5334_S95","5348_S96","5357_S97","5366_S98","5377_S99","5379_S100","5381_S101","5383_S102","5425_S103","5426_S104","5431_S105","CN_MCC21-111_S106"
"ASV182",168,0,113,6,0,0,70,19,287,9,228,67,78,60,124,0,0,0,0,49,179,14,9,51,48,132,0,0,35,42,0
"ASV183",32,57,97,93,45,57,0,44,16,0,27,68,108,23,23,0,65,36,121,82,139,64,80,26,69,180,65,16,113,42,0
"ASV184",10,0,19,14,21,18,53,0,0,0,30,0,0,9,0,150,20,0,0,0,0,1321,49,0,10,8,0,0,48,0,0
"ASV185",0,0,0,0,0,0,98,0,0,0,135,0,0,664,81,0,0,0,0,0,133,256,0,173,0,147,0,0,69,0,0
"ASV186",34,171,46,101,0,106,0,27,0,0,20,100,151,12,37,0,0,74,101,75,213,60,192,22,24,0,115,0,68,0,0
"ASV187",66,37,62,49,88,51,40,19,48,24,29,83,67,51,50,96,53,46,55,41,141,82,55,79,71,56,64,14,58,64,0
"ASV188",148,26,17,68,28,32,173,16,41,50,95,49,12,84,172,0,0,30,98,116,104,0,38,13,42,80,9,89,29,79,0
"ASV189",118,9,0,61,0,55,33,21,189,39,0,59,0,210,158,10,0,0,74,309,0,0,0,0,211,108,0,0,73,0,0
"ASV190",0,0,178,0,0,0,0,0,0,0,0,9,0,6,6,0,1412,0,0,0,0,78,0,0,0,46,0,0,0,0,0
"ASV191",63,10,293,29,0,28,28,28,89,112,254,55,75,84,103,0,0,109,3,13,24,11,40,31,30,76,12,26,12,94,0
"ASV192",119,68,94,72,75,66,0,16,55,9,62,39,38,48,0,86,0,65,26,112,99,132,76,151,19,53,24,15,44,58,0
"ASV193",53,59,0,104,55,38,68,27,0,110,0,71,97,52,41,107,11,45,60,58,16,44,0,334,167,18,20,0,32,30,0
"ASV194",43,0,69,110,36,133,0,0,65,0,0,45,45,0,83,0,0,149,106,41,244,136,55,43,47,76,0,42,58,89,0
"ASV195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,28,1467,12,0,0,0,0,110,0,33,0,0,0,0
"ASV196",529,0,0,191,0,0,106,5,0,0,74,65,0,74,0,0,0,0,90,0,270,0,0,0,61,25,0,0,160,64,0
"ASV197",100,40,58,133,67,35,0,0,65,0,35,99,142,32,26,0,0,130,78,68,185,175,0,0,47,29,25,0,38,106,0
"ASV198",0,0,88,47,96,57,0,14,23,17,17,27,13,20,0,47,246,0,50,38,84,493,47,61,80,24,0,0,89,19,0
"ASV199",217,56,55,106,24,0,47,0,28,0,40,62,59,31,0,105,0,21,111,68,123,0,60,34,89,224,0,24,40,70,0
"ASV200",116,0,227,21,0,0,32,8,39,0,183,0,16,441,118,0,0,0,0,211,85,0,17,64,0,53,0,0,15,38,0
"ASV201",78,0,90,29,0,63,62,74,53,0,66,65,70,225,53,0,0,102,0,66,101,38,60,47,0,178,0,42,30,87,0
"ASV202",28,30,17,47,100,169,22,12,103,17,102,38,0,227,11,0,0,0,25,66,93,119,0,237,19,114,0,37,34,9,0
"ASV203",63,84,80,46,79,135,26,59,36,31,0,22,61,0,19,0,0,41,68,92,33,237,51,79,42,24,36,86,55,90,0
"ASV204",27,28,41,28,0,243,0,0,526,39,68,141,0,190,29,0,0,0,63,47,0,0,20,96,0,53,0,0,23,0,0
"ASV205",6,40,149,80,49,77,6,46,56,14,41,14,29,7,97,11,201,45,13,122,83,56,126,69,16,67,22,17,29,72,0
"ASV206",70,77,46,236,0,22,0,0,51,54,71,0,91,63,49,75,0,137,0,0,0,0,152,84,39,54,205,82,0,0,0
"ASV207",339,38,24,54,61,0,31,0,28,0,0,0,0,0,19,0,0,0,46,387,71,305,0,72,51,0,0,0,76,47,0
"ASV208",8,0,0,272,183,55,13,0,38,0,0,0,0,0,22,184,188,0,0,49,60,401,20,0,127,5,0,0,10,4,0
"ASV209",123,83,0,0,75,448,0,0,0,0,0,0,0,85,0,0,0,0,353,0,0,372,0,83,0,0,0,0,0,0,0
"ASV210",71,63,84,81,81,35,16,28,38,31,39,30,56,42,27,68,0,105,48,53,102,153,45,89,88,0,66,0,24,59,0
"ASV211",56,0,0,0,0,0,0,0,0,0,145,0,0,34,0,29,0,77,0,0,0,0,0,0,0,0,1212,38,0,28,0
"ASV212",0,76,106,134,0,0,0,67,27,0,0,80,56,80,0,41,32,0,71,0,0,241,105,178,0,192,62,0,45,24,0
"ASV213",0,51,126,57,219,198,93,42,0,0,7,22,0,279,25,0,0,0,11,34,54,155,0,13,0,71,3,0,136,17,0
"ASV214",86,168,49,31,40,40,0,14,0,10,0,61,30,39,28,51,0,0,24,23,154,608,12,0,21,27,25,14,27,27,0
"ASV215",0,0,0,57,99,0,209,0,0,0,0,55,43,51,69,0,0,0,149,0,201,234,0,0,94,274,0,0,65,0,0
"ASV216",24,39,60,0,25,66,27,95,34,56,29,37,88,112,18,0,0,0,25,126,240,0,0,271,111,110,0,0,0,0,0
"ASV217",84,27,65,45,0,51,0,0,0,76,83,93,105,0,82,68,0,427,0,28,49,100,21,0,51,0,0,0,73,62,0
"ASV218",129,65,91,57,80,0,55,0,0,67,35,113,0,100,133,0,30,97,17,81,66,41,0,152,62,0,0,30,43,43,0
"ASV219",189,278,37,0,53,30,29,0,58,13,0,146,0,15,0,29,3,0,34,71,122,119,10,84,0,101,47,27,17,74,0
"ASV220",0,50,0,59,80,107,36,60,0,0,0,58,38,0,18,77,9,135,0,85,78,186,47,54,61,88,159,75,25,0,0
"ASV221",0,33,60,117,137,175,0,41,0,0,0,0,0,13,0,0,0,0,0,34,0,190,47,0,491,135,67,18,0,24,0
"ASV222",0,151,68,26,44,16,0,27,30,20,34,73,76,22,0,16,33,60,96,0,24,146,115,58,28,0,247,72,70,27,0
"ASV223",115,79,121,177,61,0,62,0,56,0,66,98,131,0,95,58,0,90,46,0,71,37,57,0,0,38,0,32,0,88,0
"ASV224",76,85,32,75,55,50,72,48,27,43,0,64,55,43,0,0,0,0,75,115,107,171,0,116,99,67,0,40,60,0,0
"ASV225",119,11,24,46,0,81,56,40,45,17,0,89,98,74,46,57,33,0,58,35,142,177,22,91,75,43,18,5,66,0,0
"ASV226",0,0,0,0,0,0,1215,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
"ASV227",107,0,43,0,77,64,63,0,70,52,52,77,72,48,104,0,0,0,86,133,105,0,36,187,0,96,11,52,0,0,0
"ASV228",123,128,66,0,90,62,83,14,29,0,24,59,61,67,92,0,0,0,0,0,69,251,11,38,11,38,86,37,45,41,0
"ASV229",15,0,15,0,0,0,46,0,26,18,0,22,0,0,85,0,0,51,591,82,0,42,0,58,120,71,196,36,24,17,0
"ASV230",30,99,42,27,35,83,59,28,23,0,14,44,35,30,0,183,0,21,0,51,74,430,18,47,57,30,0,0,21,32,0
"ASV231",500,0,0,40,0,0,0,350,0,0,40,92,0,0,0,0,0,0,0,0,0,0,162,0,0,241,0,0,86,0,0
"ASV232",122,6,0,60,0,110,24,0,41,30,0,60,44,45,22,0,0,18,126,44,180,227,14,61,55,148,0,0,43,31,0
"ASV233",0,0,96,48,48,0,0,0,0,187,89,45,52,69,252,10,0,0,0,48,27,88,0,134,0,112,0,0,36,169,0
"ASV234",82,215,0,0,0,0,376,0,0,0,8,0,0,0,0,0,0,0,265,34,0,401,0,0,61,66,0,0,0,0,0
"ASV235",35,12,26,15,0,45,0,0,39,77,41,44,99,21,102,0,17,353,46,0,78,114,65,34,55,22,34,0,0,117,0
"ASV236",0,18,131,57,59,30,50,24,77,68,59,54,38,12,244,31,0,104,13,97,42,44,0,43,13,84,16,17,0,65,0
"ASV237",98,32,73,19,10,17,32,0,50,35,111,151,58,22,156,25,0,86,28,32,52,0,74,28,35,158,8,55,0,43,0
"ASV238",185,0,101,39,52,16,24,62,44,64,0,53,63,116,30,0,0,37,0,54,155,0,143,84,0,72,0,41,33,13,0
"ASV239",119,17,20,12,53,172,111,53,0,0,0,129,29,63,20,54,0,0,0,65,159,103,27,22,52,136,0,0,43,17,0
"ASV240",22,397,50,58,0,16,0,19,0,0,0,22,65,0,8,139,0,16,40,25,29,259,88,0,29,56,84,39,13,0,0
"ASV241",37,0,113,45,41,58,73,0,40,14,44,34,0,76,0,5,0,230,0,0,0,61,0,134,55,85,47,162,64,44,0
"ASV242",49,0,7,23,47,0,38,77,0,0,87,15,0,165,93,0,0,0,45,10,218,66,0,420,67,0,0,0,24,7,0
"ASV243",0,93,0,0,0,48,0,0,0,0,0,62,49,0,0,0,0,0,49,368,178,408,0,0,45,154,0,0,0,0,0
"ASV244",73,0,228,115,89,36,27,42,28,35,17,20,15,63,51,40,62,36,0,85,46,42,69,85,17,19,0,39,32,32,0
"ASV245",19,0,0,42,0,58,95,0,26,0,32,41,0,76,39,0,0,0,49,91,0,62,9,0,47,70,0,659,27,0,0
"ASV246",0,171,0,50,0,24,0,0,0,202,39,25,0,83,0,0,0,148,267,0,0,187,0,0,68,0,101,75,0,0,0
"ASV247",71,59,49,43,53,46,73,62,52,27,29,38,14,45,61,83,4,13,34,14,74,85,28,155,32,40,34,39,41,35,0
"ASV248",90,29,13,134,44,143,0,13,28,0,33,0,22,43,0,28,0,186,21,113,0,29,204,28,45,0,16,31,0,139,0
"ASV249",21,47,0,0,353,67,0,0,0,0,0,0,0,0,0,0,0,136,42,31,0,423,0,18,59,14,36,0,0,171,0
"ASV250",0,608,0,0,0,275,7,0,0,0,0,0,0,0,0,0,0,300,0,0,0,9,0,0,123,0,83,0,0,10,0
"ASV251",0,0,0,0,0,69,0,0,0,0,0,162,241,0,0,0,0,161,52,0,148,101,77,0,0,198,99,0,85,0,0
"ASV252",79,41,0,67,0,10,22,21,0,0,9,64,36,0,126,136,0,0,0,0,38,472,0,91,0,149,0,0,31,0,0
"ASV253",360,92,40,88,44,0,60,0,0,0,0,149,0,0,0,0,0,0,32,0,75,135,0,113,73,0,0,101,27,0,0
"ASV254",0,34,33,42,82,80,10,41,39,11,23,63,111,14,0,105,0,107,23,51,61,143,23,127,0,28,33,27,23,43,0
"ASV255",0,21,61,165,15,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,345,0,0,0,0
"ASV256",115,0,8,97,0,14,0,0,12,27,67,18,0,17,45,0,0,32,270,0,46,424,12,51,9,54,0,0,23,24,0
"ASV257",55,108,87,0,0,122,75,49,0,0,0,0,29,0,32,85,0,0,0,0,151,413,0,0,0,18,0,0,141,0,0
"ASV258",109,11,91,17,9,0,29,9,49,76,93,64,24,186,146,0,0,9,0,59,137,11,0,73,24,36,0,0,34,39,0
"ASV259",30,0,0,0,0,0,0,0,0,25,137,42,65,0,0,0,33,267,0,0,16,30,57,34,0,0,568,0,26,0,0
"ASV260",0,128,12,26,71,0,0,77,0,0,32,66,143,19,0,14,140,0,228,53,0,44,26,0,39,16,66,18,71,38,0
"ASV261",66,37,17,83,7,16,23,7,24,55,60,64,8,117,124,0,0,0,258,21,0,13,22,45,17,72,0,0,96,72,0
"ASV262",106,0,0,109,0,121,65,0,78,0,0,0,0,88,0,29,0,0,49,100,16,127,50,0,140,168,0,0,77,0,0
"ASV263",81,44,41,48,71,52,39,58,30,0,18,42,91,30,103,47,0,76,0,57,32,75,66,0,36,39,49,66,17,13,0
"ASV264",0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,30,184,0,0,82,0,0,0,0,102,724,65,45,0
"ASV265",223,0,0,0,0,0,0,0,114,0,0,0,139,0,0,0,0,110,164,0,0,350,0,0,79,0,138,0,0,0,0
"ASV266",65,44,145,63,68,45,20,44,93,42,0,29,40,32,29,17,113,0,24,20,0,102,88,64,0,0,22,106,0,0,0
"ASV267",12,79,30,16,10,10,10,165,7,23,28,31,49,93,17,0,10,54,8,67,20,448,7,37,8,19,21,27,0,9,0
"ASV268",48,22,61,37,24,33,19,49,48,36,27,32,58,39,36,39,40,48,64,158,40,108,56,36,42,26,23,7,0,35,0
"ASV269",118,144,93,139,44,56,0,29,76,37,0,15,0,102,0,21,0,50,0,60,62,103,48,0,0,21,0,0,0,70,0
"ASV270",33,49,0,108,0,0,98,10,34,8,109,17,14,25,17,0,0,0,69,110,139,42,7,260,21,52,0,0,22,27,0
"ASV271",102,14,0,73,0,0,116,0,0,69,67,0,0,0,0,0,0,0,75,98,0,0,110,71,0,145,0,94,88,148,0
"ASV272",0,0,0,9,0,68,75,33,14,0,0,61,0,0,49,0,0,0,0,0,27,130,21,495,18,73,76,28,71,0,0
"ASV273",21,51,33,59,0,14,0,27,21,35,18,45,93,46,0,102,20,58,75,55,30,130,36,21,62,0,61,80,20,34,0
"ASV274",71,0,30,214,0,0,271,197,0,0,0,85,0,0,156,0,0,0,0,0,8,23,0,98,11,12,0,0,61,0,0
"ASV275",19,0,32,0,94,83,67,0,0,0,0,0,0,35,35,0,0,0,132,126,142,255,15,79,0,60,0,0,33,30,0
"ASV276",0,15,15,0,0,0,0,0,0,14,0,0,0,0,14,122,0,0,117,0,316,0,0,586,16,21,0,0,0,0,0
"ASV277",63,61,40,46,11,56,73,15,20,25,14,45,87,25,36,47,17,39,67,34,28,75,23,53,52,51,21,44,48,18,0
"ASV278",41,0,0,76,0,0,0,0,30,221,69,68,76,37,91,0,0,0,39,77,172,49,0,64,0,34,32,0,0,54,0
"ASV279",276,46,0,0,39,60,0,0,0,23,0,63,86,38,0,0,0,0,45,0,42,109,47,123,0,76,0,0,70,79,0
"ASV280",0,71,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,162,0,0,250,308,57,0,86,0,0,0,234,0,0
"ASV281",0,0,0,0,0,0,77,0,0,0,0,0,0,0,136,51,0,94,108,87,0,40,0,0,161,0,347,44,46,29,0
"ASV282",142,0,146,40,21,48,0,0,0,0,42,45,17,0,136,0,0,45,0,174,58,0,94,0,0,117,16,0,73,0,0
"ASV283",98,0,100,34,19,33,17,22,64,0,69,17,20,136,88,21,0,0,4,79,34,49,47,77,15,34,0,0,15,110,0
"ASV284",158,67,23,13,50,36,66,47,41,12,0,38,0,59,4,69,0,12,0,205,8,156,0,32,45,16,10,9,10,15,0
"ASV285",142,26,80,87,10,27,81,27,43,0,30,54,48,174,83,0,0,8,9,46,7,11,13,37,29,25,0,44,26,27,0
"ASV286",162,19,0,0,0,0,158,0,0,0,24,70,0,209,115,0,0,0,78,0,0,77,0,0,138,64,0,0,79,0,0
"ASV287",42,52,31,0,42,66,34,0,24,0,42,35,51,0,55,0,0,22,0,93,48,363,0,22,46,54,39,0,24,8,0
"ASV288",0,0,0,0,0,80,93,16,0,9,12,29,18,0,13,12,0,0,77,131,70,203,0,132,80,21,22,109,66,0,0
"ASV289",38,48,38,25,35,34,55,37,46,92,18,39,34,84,29,0,0,14,0,48,72,78,27,144,19,28,0,30,30,49,0
"ASV290",137,0,40,67,0,22,22,35,44,0,130,35,0,218,77,0,0,0,0,77,0,0,36,21,37,45,0,0,34,113,0
"ASV291",625,0,7,27,0,0,3,0,106,23,13,10,15,212,0,0,0,0,0,0,19,0,13,0,0,0,0,22,0,87,0
"ASV292",0,0,134,22,0,0,0,0,0,0,0,41,8,0,700,0,0,0,0,0,0,15,0,108,0,153,0,0,0,0,0
"ASV293",38,58,0,0,87,0,0,0,40,259,26,40,0,0,106,0,0,42,23,43,229,0,47,85,0,0,0,23,29,0,0
"ASV294",0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,16,0,0,0,285,0,0
"ASV295",0,37,0,0,0,0,0,0,22,0,0,55,89,0,86,0,0,115,0,198,0,0,109,0,97,108,236,0,15,0,0
"ASV296",34,22,14,15,97,35,145,14,14,0,0,12,12,105,106,0,0,34,87,83,146,72,0,0,6,53,0,0,39,21,0
"ASV297",51,26,6,68,7,0,0,16,27,31,90,13,0,0,68,123,0,81,41,16,85,85,23,175,16,89,23,0,0,5,0
"ASV298",0,0,32,0,0,69,21,41,58,17,0,20,44,29,0,119,0,0,34,21,47,7,26,209,145,171,15,0,32,0,0
"ASV299",64,24,0,20,81,64,37,18,0,0,0,35,36,70,21,80,62,12,8,44,27,134,53,34,43,60,42,3,69,12,0
"ASV300",68,42,26,69,44,34,61,19,37,0,34,34,0,41,144,0,0,18,0,106,18,152,0,33,43,49,0,36,0,44,0
"ASV301",1017,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,23,0
"ASV302",47,25,68,26,42,46,0,34,34,24,17,35,25,21,17,93,47,7,33,14,0,103,20,117,41,20,45,56,36,43,0
"ASV303",80,41,66,16,12,40,27,0,10,9,24,46,73,28,75,11,0,70,18,113,21,125,30,33,14,59,17,16,17,43,0
"ASV304",66,0,0,83,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,37,0,0
"ASV305",13,21,22,19,0,17,0,0,78,100,54,0,0,168,101,0,0,135,0,60,0,54,56,51,15,22,0,0,70,65,0
"ASV306",33,41,69,0,50,31,0,44,16,25,16,49,74,22,20,76,71,149,12,36,34,65,66,19,20,18,0,27,0,19,0
"ASV307",0,63,67,0,0,0,0,0,19,0,0,67,128,0,42,0,60,0,69,0,110,180,81,0,0,112,52,48,0,0,0
"ASV308",0,58,0,0,0,70,30,0,86,42,16,65,0,107,78,0,0,0,0,0,0,89,0,122,85,35,211,0,0,0,0
"ASV309",64,0,0,23,0,12,30,0,0,0,124,107,18,84,244,0,0,0,0,82,104,36,0,63,0,86,0,0,14,0,0
"ASV310",0,37,35,24,32,94,44,0,25,15,0,32,68,86,33,24,22,18,0,71,47,167,17,48,60,19,19,10,24,20,0
"ASV311",27,67,48,52,57,29,53,0,0,0,0,0,39,0,25,0,0,0,115,81,57,153,36,81,33,81,0,13,41,0,0
"ASV312",171,39,12,0,22,0,34,0,39,0,46,39,39,152,30,0,0,32,37,61,68,0,0,31,29,28,12,38,70,55,0
"ASV313",88,0,19,25,0,0,48,0,0,0,0,15,0,0,15,0,0,0,0,0,252,0,0,0,258,0,0,8,252,97,0
"ASV314",51,77,45,18,17,0,0,0,73,0,30,0,0,51,17,0,0,60,148,41,95,105,32,48,62,74,0,0,23,0,0
"ASV315",0,0,0,70,0,0,9,38,0,0,8,39,67,75,0,0,0,0,36,125,252,203,0,7,13,71,18,0,35,0,0
"ASV316",9,22,0,0,0,0,684,0,0,0,0,0,0,0,9,0,0,0,102,0,14,60,0,112,0,53,0,0,0,0,0
"ASV317",165,51,0,27,5,52,49,0,17,18,73,38,35,107,21,0,0,19,61,6,102,35,19,19,25,33,12,40,19,13,0
"ASV318",0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,178,0,0,0,0,12,0,0,0,0
"ASV319",45,0,53,38,29,24,74,18,57,11,21,26,20,37,54,0,0,25,27,79,33,111,39,98,34,23,0,26,29,18,0
"ASV320",0,33,0,38,37,45,0,29,24,7,0,82,124,0,0,0,17,0,55,39,181,53,127,0,23,50,48,35,0,0,0
"ASV321",0,0,0,0,116,0,0,0,50,142,33,67,100,0,89,0,0,0,0,92,201,0,0,0,0,46,0,42,0,63,0
"ASV322",136,0,0,40,0,34,89,34,0,0,51,70,32,62,28,0,0,0,87,43,11,0,42,0,0,40,0,0,91,149,0
"ASV323",135,49,0,55,23,0,44,16,16,0,14,17,0,0,52,130,0,0,15,28,59,78,41,55,35,69,23,16,43,26,0
"ASV324",64,0,98,32,20,24,102,23,102,0,72,26,23,22,23,0,0,27,33,0,10,11,20,133,22,53,0,25,16,49,0
"ASV325",160,12,0,61,56,0,58,0,0,12,40,62,0,0,204,0,0,0,138,41,11,73,0,88,0,0,12,0,0,0,0
"ASV326",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,140,288,0,99,72,0,0,0,0,0,0
"ASV327",62,17,27,83,0,32,87,0,58,0,59,51,0,96,0,0,0,12,38,81,82,0,22,34,0,160,0,0,20,0,0
"ASV328",188,21,21,79,0,0,0,20,49,16,115,31,15,255,60,0,0,18,0,0,32,0,21,0,19,0,0,0,57,0,0
"ASV329",37,68,0,100,0,72,100,21,46,0,0,54,0,59,100,0,0,0,84,82,0,47,0,0,70,75,0,0,0,0,0
"ASV330",129,51,44,33,33,25,82,13,16,0,15,25,17,0,37,13,0,0,50,172,0,0,0,0,83,55,0,24,0,86,0
"ASV331",30,112,56,26,22,23,0,5,61,18,32,14,21,5,22,21,15,189,0,11,24,84,34,20,52,15,40,0,14,35,0
"ASV332",538,0,7,22,0,0,38,9,0,0,0,26,0,0,0,307,0,0,0,0,14,0,0,0,11,0,0,0,17,0,0
"ASV333",108,0,57,48,8,58,0,0,0,70,0,0,0,192,111,0,0,0,54,33,0,0,0,99,0,0,0,0,0,149,0
"ASV334",55,43,45,30,26,25,17,29,28,29,18,27,45,19,55,34,43,66,11,32,55,45,25,42,26,18,18,25,25,17,0
"ASV335",397,0,0,0,0,0,105,0,47,79,64,0,0,88,27,0,0,22,0,0,52,0,0,68,0,20,0,0,0,0,0
"ASV336",17,0,0,72,0,0,61,0,39,0,36,37,0,0,102,0,0,17,0,235,0,0,197,5,0,33,0,0,67,49,0
"ASV337",0,0,0,0,0,0,30,0,0,0,65,56,51,0,68,0,0,0,0,112,230,223,58,25,0,48,0,0,0,0,0
"ASV338",85,35,115,84,7,0,17,45,23,0,0,33,28,0,0,0,0,34,31,0,14,80,93,44,67,37,34,0,48,0,0
"ASV339",23,18,51,22,29,34,0,20,0,0,20,12,30,77,27,63,24,28,27,55,97,79,27,27,34,38,62,0,0,29,0
"ASV340",45,11,22,47,22,14,54,21,16,0,34,26,16,49,41,0,0,0,144,78,58,86,20,14,33,50,0,8,18,20,0
"ASV341",0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,90,782,17,0,0,0,0,29,5,0,0,0,0,0,0,0
"ASV342",101,0,0,5,0,0,22,0,129,50,163,50,18,27,111,0,0,59,9,21,0,0,23,113,0,31,0,0,0,9,0
"ASV343",27,44,74,40,0,0,0,26,0,0,0,81,114,40,0,0,79,53,19,106,58,0,46,0,0,31,45,0,27,31,0
"ASV344",179,0,0,31,0,23,0,16,0,0,65,123,11,27,0,0,0,0,0,70,0,167,18,0,17,60,0,0,85,46,0
"ASV345",64,65,0,54,45,42,0,21,0,0,0,18,16,0,0,31,0,84,29,132,28,104,69,0,34,0,42,12,13,33,0
"ASV346",43,37,18,75,25,29,0,8,27,0,33,39,38,42,29,0,0,26,0,41,68,44,46,56,0,73,0,42,42,51,0
"ASV347",0,0,0,0,0,0,0,0,0,29,135,0,46,0,0,0,0,0,0,36,0,0,0,70,0,0,615,0,0,0,0
"ASV348",29,42,0,0,40,40,13,0,55,6,51,0,0,35,57,27,30,68,0,112,48,48,63,41,42,0,0,35,0,34,0
"ASV349",0,0,0,70,0,0,0,0,0,0,74,56,0,46,0,0,0,0,0,0,225,0,0,194,0,121,0,0,78,51,0
"ASV350",121,41,46,0,0,0,0,21,58,7,53,12,0,14,17,0,0,86,3,15,33,0,21,38,22,32,0,225,16,32,0
"ASV351",119,0,96,68,0,52,70,0,36,0,0,0,0,0,0,110,0,0,0,0,207,82,0,0,0,0,0,0,72,0,0
"ASV352",18,53,0,0,0,0,151,0,0,0,24,65,25,0,22,47,115,0,119,0,0,131,0,0,0,0,27,0,88,25,0
"ASV353",0,0,0,0,0,0,0,0,0,43,0,97,8,0,0,0,0,0,88,60,0,272,0,339,0,0,0,0,0,0,0
"ASV354",234,0,0,143,56,0,57,0,108,0,109,0,0,0,62,0,0,0,0,0,0,14,54,28,0,41,0,0,0,0,0
"ASV355",160,0,89,30,6,5,10,13,80,9,15,6,0,18,35,6,0,0,68,91,8,0,6,47,31,44,10,59,25,35,0
"ASV356",115,14,39,24,0,0,169,0,0,0,0,17,0,0,15,0,0,0,0,207,0,0,0,35,0,32,0,196,43,0,0
"ASV357",56,87,45,5,21,0,41,15,41,0,0,0,37,0,0,0,0,0,25,73,59,120,0,122,19,31,0,44,23,40,0
"ASV358",0,17,22,23,21,40,0,0,0,0,0,65,39,0,0,0,0,0,58,35,155,151,0,135,23,36,43,0,17,24,0
"ASV359",0,46,0,196,0,74,274,0,32,31,0,0,0,0,0,0,0,0,57,61,0,74,0,58,0,0,0,0,0,0,0
"ASV360",28,34,73,30,0,0,0,31,0,96,0,0,45,0,0,83,39,77,0,29,36,79,0,111,40,0,31,0,40,0,0
"ASV361",0,83,63,0,42,0,0,0,0,0,0,64,0,0,0,0,54,0,0,53,46,232,0,57,0,0,0,0,206,0,0
"ASV362",0,87,67,0,60,0,50,0,0,17,0,27,24,25,0,0,0,21,169,100,91,44,15,63,0,39,0,0,0,0,0
"ASV363",54,35,79,72,10,26,29,0,25,0,0,0,23,51,96,0,0,13,17,34,114,18,33,0,50,39,0,0,14,64,0
"ASV364",68,14,24,0,0,66,16,0,14,14,27,8,0,0,30,9,6,25,224,0,0,272,7,0,0,0,16,50,0,0,0
"ASV365",81,18,0,0,50,111,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,297,0,69,0,176,0,0,47,0,0
"ASV366",37,7,20,82,17,0,30,0,24,0,0,28,18,70,38,0,0,0,45,51,74,65,39,73,0,39,0,45,40,37,0
"ASV367",18,18,41,17,42,18,18,30,61,18,15,22,20,30,68,22,33,43,14,24,17,73,44,34,28,14,21,0,14,59,0
"ASV368",128,0,39,0,58,44,12,0,45,18,56,24,0,39,55,0,0,0,38,43,67,123,0,48,0,0,0,0,0,29,0
"ASV369",212,22,19,16,0,11,25,19,0,29,54,33,33,17,115,0,0,13,0,44,24,16,24,21,19,47,0,36,0,15,0
"ASV370",273,4,0,0,0,0,27,0,0,12,8,12,0,22,57,0,0,0,81,98,0,151,0,74,34,0,0,0,5,3,0
"ASV371",35,28,6,29,33,14,31,5,8,8,24,41,19,39,34,61,0,11,59,90,13,78,19,49,16,23,34,14,23,15,0
"ASV372",158,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,103,128,0,0,331,0,0,0,0,0,0,0,0,0
"ASV373",88,9,60,42,10,8,69,10,126,13,37,22,0,19,26,0,0,13,25,0,18,22,31,56,10,46,0,62,11,17,0
"ASV374",0,3,0,0,0,0,0,0,21,0,12,0,0,0,18,572,0,0,0,0,0,0,61,5,7,6,145,0,0,0,0
"ASV375",250,26,0,141,0,0,19,0,0,0,24,34,39,20,0,0,0,36,18,0,63,0,0,62,0,42,0,0,50,25,0
"ASV376",143,0,15,50,0,24,28,0,47,62,0,55,0,60,24,0,199,0,0,17,0,7,30,0,57,27,0,0,0,0,0
"ASV377",43,24,25,62,56,49,35,13,18,0,24,22,0,34,32,0,0,0,0,128,57,19,0,71,0,42,0,16,10,65,0
"ASV378",65,0,47,0,0,0,0,53,107,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,29,330,0,0,0,0,0
"ASV379",79,8,17,32,0,24,23,10,35,36,51,30,16,70,65,0,0,0,6,13,115,18,17,54,21,56,0,0,33,14,0
"ASV380",46,0,61,30,0,30,25,0,37,35,0,44,84,0,46,0,0,35,43,0,56,112,0,75,53,0,0,0,0,27,0
"ASV381",42,0,51,0,0,0,0,0,46,178,170,0,0,184,31,0,0,0,0,0,0,0,66,34,0,0,0,0,0,29,0
"ASV382",0,0,0,29,41,0,29,0,0,0,0,56,130,0,51,57,17,118,0,30,0,117,0,0,0,0,20,33,0,94,0
"ASV383",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,33,0,29,0,0,0,625,0,0,0,0,0,0,0,100,0
